gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Afferent/Efferent Endothelial	B Cells	CCD_IC	CCD_PC	CNT	Cd4 T Cells	Cd8 T Cells	DCT	Dendritic Cells	Endothelial	Fibroblast	Glomerular Endothelial	IMCD_IC	IMCD_PC	LOH_ATL	LOH_CTAL	LOH_DTL1	LOH_DTL2	LOH_DTL3	LOH_MTAL	Macrophages	Mesangial Cells	Monocytes	NK Cells	OMCD_IC	OMCD_PC	PTS1	PTS2	PTS3	Parietal Endothelial	Pericytes	Podocyte	Satellite Glia	Schwann Cells	Sensory Neurons	Spinal Endothelial	Sympathetic Neurons	VSMC
JAG1	P78504	False	JAG1_HUMAN		CPI-SS060B82BBC	0.679	0.002	0.388	0.04	0.024	0.007	0.008	0.018	0.002	0.062	0.136	0.03	0.105	0.023	0.033	0.069	0.193	0.102	0.02	0.075	0.01	0.057	0.014	0.0	0.113	0.086	0.007	0.004	0.01	0.236	0.335	0.01	0.141	0.023	0.013	0.07	0.009	0.474
JAG2	Q9Y219	False	JAG2_HUMAN		CPI-SS065B2DBAE	0.404	0.002	0.0	0.0	0.0	0.0	0.003	0.002	0.002	0.025	0.071	0.077	0.002	0.004	0.004	0.0	0.0	0.002	0.007	0.0	0.0	0.029	0.002	0.0	0.007	0.001	0.001	0.002	0.0	0.01	0.0	0.006	0.0	0.002	0.024	0.067	0.074	0.0
CNTN1	Q12860	False	CNTN1_HUMAN		CPI-SS0730D1EF3	0.001	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.128	0.042	0.237	0.018	0.603	0.002
CNTN1	Q12860	False	CNTN1_HUMAN		CPI-SS0BDC912F3	0.001	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.128	0.042	0.237	0.018	0.603	0.002
COL1A1	P02452	False	CO1A1_HUMAN		CPI-SC028882919	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.041	0.001	0.129	0.185	0.02	0.013	0.036	0.103
COL1A2	P08123	False	CO1A2_HUMAN		CPI-SC07707E049	0.055	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.004	0.0	0.0	0.046	0.0	0.001	0.0	0.0	0.129	0.0	0.0	0.0	0.004	0.32	0.001	0.0	0.0	0.001	0.001	0.001	0.0	0.257	0.24	0.765	1.179	1.68	0.063	0.057	0.104	0.221
COL2A1	P02458	False	CO2A1_HUMAN		CPI-SC0AA90A03B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.009
COL3A1	P02461	False	CO3A1_HUMAN		CPI-SC0A7864078	0.006	0.0	0.004	0.0	0.0	0.0	0.005	0.003	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.003	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.056	0.018	0.002	0.704	0.193	0.045	0.034	0.068	0.184
COL4A1	P02462	False	CO4A1_HUMAN		CPI-SC0756B421F	0.515	0.014	0.113	0.278	0.218	0.025	0.017	0.06	0.026	0.608	0.026	0.625	0.073	0.077	0.021	0.061	1.063	0.099	0.019	0.019	0.024	1.629	0.065	0.044	0.125	0.261	0.09	0.094	0.049	0.636	0.375	0.072	0.391	0.511	0.018	0.681	0.084	0.503
COL4A2	P08572	False	CO4A2_HUMAN		CPI-SC0096917A2	0.336	0.009	0.101	0.082	0.057	0.011	0.019	0.03	0.037	0.394	0.066	0.463	0.044	0.035	0.012	0.053	0.547	0.079	0.035	0.018	0.03	1.312	0.061	0.009	0.068	0.102	0.078	0.084	0.073	0.422	0.301	0.056	0.181	0.337	0.022	0.68	0.025	0.492
COL4A3	Q01955	False	CO4A3_HUMAN		CPI-SC0CC8A2F79	0.201	0.013	0.028	0.135	0.228	0.011	0.01	0.15	0.014	0.117	0.338	0.236	0.03	0.227	0.651	0.199	0.286	0.697	0.766	0.218	0.011	0.21	0.017	0.0	0.076	0.155	0.199	0.378	0.364	0.664	0.065	2.036	0.0	0.002	0.006	0.039	0.002	0.121
COL4A4	P53420	False	CO4A4_HUMAN		CPI-SC030087D4F	0.068	0.03	0.262	0.707	0.961	0.023	0.013	0.466	0.024	0.1	0.429	0.076	0.384	0.368	0.554	0.383	0.323	0.574	0.603	0.439	0.026	0.09	0.012	0.0	0.373	0.635	0.312	0.416	0.454	0.696	0.078	1.263	0.015	0.001	0.002	0.008	0.005	0.09
COL4A5	P29400	False	CO4A5_HUMAN		CPI-SC0F1833AC0	0.009	0.007	0.02	0.06	0.105	0.003	0.002	0.03	0.002	0.028	0.111	0.013	0.055	0.084	0.224	0.048	0.233	0.128	0.283	0.055	0.004	0.012	0.001	0.012	0.03	0.074	0.046	0.028	0.025	0.28	0.068	0.306	0.012	0.003	0.0	0.002	0.003	0.104
COL4A6	Q14031	False	CO4A6_HUMAN		CPI-SC0BFDE14E9	0.001	0.003	0.0	0.008	0.0	0.0	0.0	0.0	0.002	0.004	0.082	0.002	0.011	0.017	0.132	0.005	0.05	0.02	0.16	0.001	0.0	0.002	0.0	0.0	0.0	0.006	0.003	0.0	0.0	0.061	0.047	0.017	0.0	0.0	0.0	0.0	0.0	0.034
COL5A1	P20908	False	CO5A1_HUMAN		CPI-SC05590EDD3	0.002	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.003	0.0	0.002	0.0	0.0	0.001	0.001	0.004	0.0	0.0	0.001	0.0	0.037	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.014	0.012	0.003	0.07	0.077	0.009	0.007	0.009	0.01
COL5A2	P05997	False	CO5A2_HUMAN		CPI-SC0CED85DDE	0.087	0.0	0.0	0.0	0.0	0.001	0.0	0.079	0.0	0.006	0.0	0.014	0.0	0.0	0.0	0.193	0.002	0.0	0.0	0.008	0.003	0.081	0.0	0.0	0.0	0.001	0.003	0.001	0.005	0.01	0.01	0.002	0.21	0.138	0.004	0.042	0.041	0.04
COL5A3	P25940	False	CO5A3_HUMAN		CPI-SC0DA063880	0.001	0.003	0.002	0.0	0.0	0.0	0.003	0.0	0.0	0.004	0.0	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.001	0.001	0.015	0.007	0.008	0.001	0.49	0.458	0.058	0.014	0.41	0.0
COL6A1	P12109	False	CO6A1_HUMAN		CPI-SC0251EEF61	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.001	0.041	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.136	0.092	0.0	0.011	0.003	0.005	0.014	0.005	0.012
COL6A2	P12110	False	CO6A2_HUMAN		CPI-SC07F654CB3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.117	0.072	0.0	0.004	0.002	0.022	0.0	0.018	0.004
COL6A3	P12111	False	CO6A3_HUMAN		CPI-SC059D160BE	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.224	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.023	0.032	0.004	0.035	0.003	0.0	0.002	0.009	0.06
COL6A5	A8TX70	False	CO6A5_HUMAN		CPI-SC0E4A99136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.005	0.01
COL6A6	A6NMZ7	False	CO6A6_HUMAN		CPI-SC0E03C13D1	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL7A1	Q02388	False	CO7A1_HUMAN		CPI-SC0B4771D76	0.001	0.0	0.0	0.01	0.016	0.002	0.0	0.002	0.0	0.001	0.019	0.003	0.006	0.001	0.002	0.008	0.0	0.006	0.019	0.004	0.002	0.002	0.0	0.0	0.006	0.002	0.004	0.002	0.014	0.009	0.004	0.002	0.002	0.005	0.005	0.0	0.004	0.0
COL8A1	P27658	False	CO8A1_HUMAN		CPI-SC068FFC547	0.005	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.001	0.0	0.01	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.002	0.0	0.333	0.0	0.0	0.0	0.0	0.024	0.002	0.0	0.02	0.052	0.012	0.107	0.01	0.005	0.056	0.004	0.041
COL8A2	P25067	False	CO8A2_HUMAN		CPI-SC0FCB8DFBB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0
COL9A1	P20849	False	CO9A1_HUMAN		CPI-SC050CC3A3F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.005	0.0	0.0	0.0	0.0
COL9A2	Q14055	False	CO9A2_HUMAN		CPI-SC0A210DC1F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.046	0.046	0.001	0.0	0.003	0.0
COL9A3	Q14050	False	CO9A3_HUMAN		CPI-SC0FD500AF3	0.0	0.002	0.0	0.0	0.0	0.001	0.003	0.0	0.001	0.001	0.004	0.002	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.029	0.042	0.002	0.0	0.004	0.0
COL10A1	Q03692	False	COAA1_HUMAN		CPI-SC0B4F620A6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.002
COL11A1	P12107	False	COBA1_HUMAN		CPI-SC0B991F6B1	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.002	0.0	0.0	0.178	0.01	0.031	0.002	0.01	0.0
COL11A2	P13942	False	COBA2_HUMAN		CPI-SC034D4CF73	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.003	0.001	0.001	0.0	0.004	0.014	0.0	0.002	0.002	0.002	0.0	0.0	0.001	0.0	0.0	0.004	0.001	0.002	0.0	0.012	0.016	0.006	0.0	0.006	0.0
COL12A1	Q99715	False	COCA1_HUMAN		CPI-SC0EC720659	0.034	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.026	0.004	0.009	0.0	0.0	0.0	0.01	0.009	0.002	0.0	0.007	0.002	0.18	0.003	0.0	0.0	0.0	0.01	0.005	0.006	0.011	0.06	0.008	0.025	0.025	0.003	0.014	0.003	0.091
COL13A1	Q5TAT6	False	CODA1_HUMAN		CPI-SC0A18569E5	0.005	0.001	0.0	0.0	0.0	0.001	0.005	0.0	0.0	0.036	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.007	0.003	0.0	0.0	0.0	0.0	0.0	0.008	0.095	0.0	0.0	0.0	0.0	0.264	0.003	0.027
COL14A1	Q05707	False	COEA1_HUMAN		CPI-SC0B6D93CD4	0.0	0.001	0.021	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.002	0.002	0.0	0.001	0.001	0.007	0.0	0.0	0.0	0.087	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.034	0.0	0.0	0.122	0.272	0.001	0.0	0.026	0.0
COL15A1	P39059	False	COFA1_HUMAN		CPI-SC01BE5E1F7	0.022	0.006	0.0	0.018	0.02	0.006	0.001	0.001	0.003	0.113	0.0	0.5	0.003	0.001	0.001	0.001	0.011	0.002	0.006	0.001	0.021	0.015	0.015	0.003	0.0	0.003	0.002	0.003	0.0	0.026	0.0	0.015	0.109	0.084	0.013	0.029	0.009	0.005
COL16A1	Q07092	False	COGA1_HUMAN		CPI-SC027EF0F68	0.017	0.002	0.0	0.0	0.0	0.002	0.0	0.0	0.001	0.001	0.008	0.0	0.0	0.002	0.0	0.002	0.002	0.0	0.0	0.0	0.002	0.012	0.0	0.0	0.0	0.002	0.004	0.011	0.04	0.011	0.03	0.001	0.261	0.038	0.059	0.002	0.012	0.016
COL17A1	Q9UMD9	False	COHA1_HUMAN		CPI-SC00942962B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.001	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.001	0.0	0.0	0.006	0.0	0.0
COL18A1	P39060	False	COIA1_HUMAN		CPI-SC039737584	0.431	0.017	0.791	0.73	0.575	0.018	0.018	0.182	0.012	0.086	0.432	0.324	0.705	0.479	0.752	0.125	1.495	0.357	0.611	0.126	0.017	0.079	0.021	0.0	0.712	0.767	0.077	0.037	0.037	0.944	0.626	0.752	0.059	0.02	0.012	0.226	0.006	0.762
COL19A1	Q14993	False	COJA1_HUMAN		CPI-SC0423059DF	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.045	0.0	0.056	0.001	0.006	0.002	0.001	0.0	0.0	0.095
COL20A1	Q9P218	False	COKA1_HUMAN		CPI-SC0F393B830	0.0	0.0	0.0	0.006	0.004	0.004	0.0	0.002	0.002	0.001	0.0	0.0	0.003	0.001	0.001	0.0	0.003	0.001	0.0	0.0	0.001	0.001	0.004	0.0	0.0	0.0	0.002	0.002	0.005	0.001	0.0	0.003	0.002	0.001	0.001	0.0	0.0	0.0
COL22A1	Q8NFW1	False	COMA1_HUMAN		CPI-SC0AA500B63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.002
COL24A1	Q17RW2	False	COOA1_HUMAN		CPI-SC09E4E673B	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.025	0.027	0.0	0.002	0.003
COL26A1	Q96A83	False	COQA1_HUMAN		CPI-SC008D5E4B2	0.001	0.001	0.002	0.242	0.197	0.0	0.0	0.009	0.0	0.001	0.0	0.001	0.014	0.005	0.0	0.0	0.004	0.0	0.0	0.0	0.001	0.011	0.0	0.0	0.0	0.108	0.001	0.001	0.0	0.018	0.0	0.014	0.019	0.079	0.001	0.002	0.006	0.005
COL27A1	Q8IZC6	False	CORA1_HUMAN		CPI-SC090152EEE	0.009	0.017	0.018	0.181	0.142	0.009	0.004	0.068	0.036	0.006	0.003	0.004	0.094	0.005	0.001	0.006	0.017	0.004	0.0	0.001	0.032	0.026	0.004	0.011	0.028	0.021	0.393	0.207	0.251	0.008	0.027	0.001	0.12	0.015	0.01	0.0	0.013	0.009
COL28A1	Q2UY09	False	COSA1_HUMAN		CPI-SC0E9AA9087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.731	0.305	0.026	0.018	0.055	0.0
FN1	P02751	False	FINC_HUMAN		CPI-SC0C91660AB	0.137	0.0	0.0	0.0	0.0	0.001	0.003	0.001	0.002	0.007	0.005	0.003	0.0	0.0	0.0	0.002	0.03	0.001	0.003	0.002	0.001	0.005	0.328	0.0	0.0	0.005	0.001	0.004	0.017	0.035	0.002	0.002	0.002	0.0	0.002	0.101	0.009	0.096
COL1A1	P02452	False	CO1A1_HUMAN		CPI-SC0AD2341AF	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.041	0.001	0.129	0.185	0.02	0.013	0.036	0.103
COL1A2	P08123	False	CO1A2_HUMAN		CPI-SC015ECCD97	0.055	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.004	0.0	0.0	0.046	0.0	0.001	0.0	0.0	0.129	0.0	0.0	0.0	0.004	0.32	0.001	0.0	0.0	0.001	0.001	0.001	0.0	0.257	0.24	0.765	1.179	1.68	0.063	0.057	0.104	0.221
COL2A1	P02458	False	CO2A1_HUMAN		CPI-SC0A5E87289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.009
COL3A1	P02461	False	CO3A1_HUMAN		CPI-SC0C061DC28	0.006	0.0	0.004	0.0	0.0	0.0	0.005	0.003	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.003	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.056	0.018	0.002	0.704	0.193	0.045	0.034	0.068	0.184
COL4A1	P02462	False	CO4A1_HUMAN		CPI-SC0C351F7DF	0.515	0.014	0.113	0.278	0.218	0.025	0.017	0.06	0.026	0.608	0.026	0.625	0.073	0.077	0.021	0.061	1.063	0.099	0.019	0.019	0.024	1.629	0.065	0.044	0.125	0.261	0.09	0.094	0.049	0.636	0.375	0.072	0.391	0.511	0.018	0.681	0.084	0.503
COL4A2	P08572	False	CO4A2_HUMAN		CPI-SC09AE93F66	0.336	0.009	0.101	0.082	0.057	0.011	0.019	0.03	0.037	0.394	0.066	0.463	0.044	0.035	0.012	0.053	0.547	0.079	0.035	0.018	0.03	1.312	0.061	0.009	0.068	0.102	0.078	0.084	0.073	0.422	0.301	0.056	0.181	0.337	0.022	0.68	0.025	0.492
COL4A3	Q01955	False	CO4A3_HUMAN		CPI-SC08F17FB3E	0.201	0.013	0.028	0.135	0.228	0.011	0.01	0.15	0.014	0.117	0.338	0.236	0.03	0.227	0.651	0.199	0.286	0.697	0.766	0.218	0.011	0.21	0.017	0.0	0.076	0.155	0.199	0.378	0.364	0.664	0.065	2.036	0.0	0.002	0.006	0.039	0.002	0.121
COL4A4	P53420	False	CO4A4_HUMAN		CPI-SC0FAC9844A	0.068	0.03	0.262	0.707	0.961	0.023	0.013	0.466	0.024	0.1	0.429	0.076	0.384	0.368	0.554	0.383	0.323	0.574	0.603	0.439	0.026	0.09	0.012	0.0	0.373	0.635	0.312	0.416	0.454	0.696	0.078	1.263	0.015	0.001	0.002	0.008	0.005	0.09
COL4A5	P29400	False	CO4A5_HUMAN		CPI-SC044B5BE16	0.009	0.007	0.02	0.06	0.105	0.003	0.002	0.03	0.002	0.028	0.111	0.013	0.055	0.084	0.224	0.048	0.233	0.128	0.283	0.055	0.004	0.012	0.001	0.012	0.03	0.074	0.046	0.028	0.025	0.28	0.068	0.306	0.012	0.003	0.0	0.002	0.003	0.104
COL4A6	Q14031	False	CO4A6_HUMAN		CPI-SC01539071B	0.001	0.003	0.0	0.008	0.0	0.0	0.0	0.0	0.002	0.004	0.082	0.002	0.011	0.017	0.132	0.005	0.05	0.02	0.16	0.001	0.0	0.002	0.0	0.0	0.0	0.006	0.003	0.0	0.0	0.061	0.047	0.017	0.0	0.0	0.0	0.0	0.0	0.034
COL5A1	P20908	False	CO5A1_HUMAN		CPI-SC08821B0D2	0.002	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.003	0.0	0.002	0.0	0.0	0.001	0.001	0.004	0.0	0.0	0.001	0.0	0.037	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.014	0.012	0.003	0.07	0.077	0.009	0.007	0.009	0.01
COL5A2	P05997	False	CO5A2_HUMAN		CPI-SC075489ADB	0.087	0.0	0.0	0.0	0.0	0.001	0.0	0.079	0.0	0.006	0.0	0.014	0.0	0.0	0.0	0.193	0.002	0.0	0.0	0.008	0.003	0.081	0.0	0.0	0.0	0.001	0.003	0.001	0.005	0.01	0.01	0.002	0.21	0.138	0.004	0.042	0.041	0.04
COL5A3	P25940	False	CO5A3_HUMAN		CPI-SC0D0BFC9F7	0.001	0.003	0.002	0.0	0.0	0.0	0.003	0.0	0.0	0.004	0.0	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.001	0.001	0.015	0.007	0.008	0.001	0.49	0.458	0.058	0.014	0.41	0.0
COL6A1	P12109	False	CO6A1_HUMAN		CPI-SC0FB1817EE	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.001	0.041	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.136	0.092	0.0	0.011	0.003	0.005	0.014	0.005	0.012
COL6A2	P12110	False	CO6A2_HUMAN		CPI-SC0C5B4E222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.117	0.072	0.0	0.004	0.002	0.022	0.0	0.018	0.004
COL6A3	P12111	False	CO6A3_HUMAN		CPI-SC044916391	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.224	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.023	0.032	0.004	0.035	0.003	0.0	0.002	0.009	0.06
COL6A5	A8TX70	False	CO6A5_HUMAN		CPI-SC0E453F338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.005	0.01
COL6A6	A6NMZ7	False	CO6A6_HUMAN		CPI-SC0EDDBD0FB	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL7A1	Q02388	False	CO7A1_HUMAN		CPI-SC037038602	0.001	0.0	0.0	0.01	0.016	0.002	0.0	0.002	0.0	0.001	0.019	0.003	0.006	0.001	0.002	0.008	0.0	0.006	0.019	0.004	0.002	0.002	0.0	0.0	0.006	0.002	0.004	0.002	0.014	0.009	0.004	0.002	0.002	0.005	0.005	0.0	0.004	0.0
COL8A1	P27658	False	CO8A1_HUMAN		CPI-SC04FF0CDA1	0.005	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.001	0.0	0.01	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.002	0.0	0.333	0.0	0.0	0.0	0.0	0.024	0.002	0.0	0.02	0.052	0.012	0.107	0.01	0.005	0.056	0.004	0.041
COL8A2	P25067	False	CO8A2_HUMAN		CPI-SC0CC30CEC0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0
COL9A1	P20849	False	CO9A1_HUMAN		CPI-SC0E8C3A996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.005	0.0	0.0	0.0	0.0
COL9A2	Q14055	False	CO9A2_HUMAN		CPI-SC0C155763A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.046	0.046	0.001	0.0	0.003	0.0
COL9A3	Q14050	False	CO9A3_HUMAN		CPI-SC086D7EC73	0.0	0.002	0.0	0.0	0.0	0.001	0.003	0.0	0.001	0.001	0.004	0.002	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.029	0.042	0.002	0.0	0.004	0.0
COL10A1	Q03692	False	COAA1_HUMAN		CPI-SC0519DE925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.002
COL11A1	P12107	False	COBA1_HUMAN		CPI-SC06F3DDF90	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.002	0.0	0.0	0.178	0.01	0.031	0.002	0.01	0.0
